instant_hourly,dteday,season_hourly,yr_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,cnt_hourly,instant_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily
12924,2012-06-27,3,1,6,16,0,3,1,1,0.82,0.697,0.24,0.4478,55,337,392,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
12925,2012-06-27,3,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881,113,730,843,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
12926,2012-06-27,3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,85,719,804,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
12927,2012-06-27,3,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284,101,542,643,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
12928,2012-06-27,3,1,6,20,0,3,1,1,0.76,0.6667,0.31,0.194,76,369,445,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
12929,2012-06-27,3,1,6,21,0,3,1,1,0.74,0.6515,0.35,0.1343,54,313,367,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
12930,2012-06-27,3,1,6,22,0,3,1,1,0.72,0.6515,0.39,0.0896,52,245,297,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
12931,2012-06-27,3,1,6,23,0,3,1,1,0.68,0.6364,0.47,0.1343,11,148,159,544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
12932,2012-06-28,3,1,6,0,0,4,1,1,0.66,0.6212,0.5,0.1045,2,52,54,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12933,2012-06-28,3,1,6,1,0,4,1,1,0.66,0.6212,0.54,0.0,11,14,25,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12934,2012-06-28,3,1,6,2,0,4,1,1,0.66,0.6212,0.5,0.0896,1,12,13,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12935,2012-06-28,3,1,6,3,0,4,1,1,0.66,0.6212,0.5,0.0896,1,6,7,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12936,2012-06-28,3,1,6,4,0,4,1,1,0.62,0.6061,0.61,0.1045,0,11,11,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12937,2012-06-28,3,1,6,5,0,4,1,1,0.62,0.6212,0.57,0.0896,8,39,47,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12938,2012-06-28,3,1,6,6,0,4,1,1,0.62,0.6212,0.57,0.0896,8,185,193,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12939,2012-06-28,3,1,6,7,0,4,1,1,0.62,0.6061,0.61,0.1045,24,484,508,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12940,2012-06-28,3,1,6,8,0,4,1,1,0.66,0.6212,0.5,0.1343,40,577,617,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12941,2012-06-28,3,1,6,9,0,4,1,1,0.7,0.6515,0.54,0.1642,33,318,351,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12942,2012-06-28,3,1,6,10,0,4,1,1,0.74,0.6667,0.48,0.194,40,144,184,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12943,2012-06-28,3,1,6,11,0,4,1,1,0.8,0.697,0.31,0.194,41,170,211,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12944,2012-06-28,3,1,6,12,0,4,1,1,0.84,0.7121,0.26,0.2836,49,227,276,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12945,2012-06-28,3,1,6,13,0,4,1,1,0.86,0.7424,0.26,0.2239,31,205,236,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12946,2012-06-28,3,1,6,14,0,4,1,1,0.86,0.7273,0.25,0.3284,66,188,254,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12947,2012-06-28,3,1,6,15,0,4,1,1,0.86,0.7273,0.25,0.3284,24,195,219,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12948,2012-06-28,3,1,6,16,0,4,1,1,0.88,0.7424,0.23,0.194,56,331,387,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12949,2012-06-28,3,1,6,17,0,4,1,1,0.88,0.7424,0.22,0.194,71,634,705,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12950,2012-06-28,3,1,6,18,0,4,1,1,0.86,0.7273,0.25,0.2239,100,597,697,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12951,2012-06-28,3,1,6,19,0,4,1,1,0.84,0.7273,0.3,0.2985,79,492,571,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12952,2012-06-28,3,1,6,20,0,4,1,1,0.82,0.7273,0.34,0.194,71,399,470,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12953,2012-06-28,3,1,6,21,0,4,1,1,0.76,0.697,0.55,0.194,89,309,398,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12954,2012-06-28,3,1,6,22,0,4,1,1,0.76,0.697,0.52,0.1642,50,224,274,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12955,2012-06-28,3,1,6,23,0,4,1,1,0.74,0.6667,0.48,0.1343,26,145,171,545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
12956,2012-06-29,3,1,6,0,0,5,1,1,0.74,0.6667,0.48,0.1343,24,90,114,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12957,2012-06-29,3,1,6,1,0,5,1,1,0.74,0.6667,0.51,0.1642,9,33,42,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12958,2012-06-29,3,1,6,2,0,5,1,1,0.72,0.6667,0.58,0.194,3,15,18,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12959,2012-06-29,3,1,6,3,0,5,1,1,0.72,0.6667,0.58,0.194,3,5,8,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12960,2012-06-29,3,1,6,4,0,5,1,1,0.7,0.6515,0.65,0.1642,1,9,10,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12961,2012-06-29,3,1,6,5,0,5,1,1,0.7,0.6515,0.61,0.1045,6,39,45,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12962,2012-06-29,3,1,6,6,0,5,1,2,0.7,0.6515,0.61,0.1642,15,148,163,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12963,2012-06-29,3,1,6,7,0,5,1,1,0.7,0.6515,0.61,0.1045,19,361,380,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12964,2012-06-29,3,1,6,8,0,5,1,2,0.74,0.6818,0.55,0.1045,48,576,624,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12965,2012-06-29,3,1,6,9,0,5,1,1,0.76,0.697,0.55,0.1642,39,261,300,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12966,2012-06-29,3,1,6,10,0,5,1,1,0.9,0.8333,0.39,0.2985,32,139,171,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12967,2012-06-29,3,1,6,11,0,5,1,2,0.9,0.8485,0.42,0.2836,51,137,188,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12968,2012-06-29,3,1,6,12,0,5,1,2,0.92,0.8788,0.4,0.2537,53,173,226,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12969,2012-06-29,3,1,6,13,0,5,1,1,0.94,0.8788,0.38,0.194,45,194,239,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12970,2012-06-29,3,1,6,14,0,5,1,1,0.96,0.9091,0.36,0.2239,49,184,233,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12971,2012-06-29,3,1,6,15,0,5,1,1,0.96,0.9091,0.36,0.0,47,183,230,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12972,2012-06-29,3,1,6,16,0,5,1,1,0.96,0.9091,0.36,0.0,59,292,351,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12973,2012-06-29,3,1,6,17,0,5,1,1,0.98,0.9242,0.34,0.194,82,457,539,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12974,2012-06-29,3,1,6,18,0,5,1,1,0.96,0.8636,0.31,0.0,50,414,464,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12975,2012-06-29,3,1,6,19,0,5,1,1,0.9,0.8788,0.47,0.194,60,303,363,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12976,2012-06-29,3,1,6,20,0,5,1,1,0.92,0.8939,0.42,0.2537,53,255,308,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12977,2012-06-29,3,1,6,21,0,5,1,2,0.86,0.8333,0.53,0.194,41,195,236,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12978,2012-06-29,3,1,6,22,0,5,1,3,0.82,0.8333,0.63,0.194,34,129,163,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12979,2012-06-29,3,1,6,23,0,5,1,3,0.82,0.8333,0.63,0.194,6,42,48,546,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
12980,2012-06-30,3,1,6,0,0,6,0,3,0.64,0.5758,0.89,0.1642,4,65,69,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12981,2012-06-30,3,1,6,1,0,6,0,3,0.64,0.5758,0.89,0.2239,3,55,58,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12982,2012-06-30,3,1,6,2,0,6,0,2,0.64,0.5758,0.89,0.0,7,54,61,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12983,2012-06-30,3,1,6,3,0,6,0,2,0.64,0.5758,0.89,0.0,3,20,23,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12984,2012-06-30,3,1,6,4,0,6,0,2,0.62,0.5455,0.94,0.0,3,15,18,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12985,2012-06-30,3,1,6,5,0,6,0,1,0.64,0.5758,0.89,0.1642,3,7,10,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12986,2012-06-30,3,1,6,6,0,6,0,1,0.64,0.5758,0.89,0.1642,6,36,42,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12987,2012-06-30,3,1,6,7,0,6,0,1,0.64,0.5758,0.89,0.1642,10,82,92,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12988,2012-06-30,3,1,6,8,0,6,0,1,0.64,0.5758,0.89,0.1642,26,168,194,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12989,2012-06-30,3,1,6,9,0,6,0,1,0.64,0.5758,0.89,0.1642,41,234,275,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12990,2012-06-30,3,1,6,10,0,6,0,1,0.88,0.7727,0.3,0.2537,96,308,404,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12991,2012-06-30,3,1,6,11,0,6,0,1,0.88,0.7727,0.3,0.2537,102,350,452,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12992,2012-06-30,3,1,6,12,0,6,0,1,0.88,0.7727,0.3,0.2537,143,328,471,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12993,2012-06-30,3,1,6,13,0,6,0,1,0.88,0.7727,0.3,0.2537,105,323,428,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12994,2012-06-30,3,1,6,14,0,6,0,1,0.88,0.7727,0.3,0.2537,114,295,409,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12995,2012-06-30,3,1,6,15,0,6,0,1,0.88,0.7727,0.3,0.2537,117,287,404,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12996,2012-06-30,3,1,6,16,0,6,0,1,0.9,0.7879,0.29,0.1642,109,264,373,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12997,2012-06-30,3,1,6,17,0,6,0,1,0.88,0.7727,0.32,0.1343,131,231,362,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12998,2012-06-30,3,1,6,18,0,6,0,1,0.88,0.7879,0.35,0.0,91,248,339,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
12999,2012-06-30,3,1,6,19,0,6,0,1,0.84,0.7576,0.44,0.2537,134,240,374,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
13000,2012-06-30,3,1,6,20,0,6,0,1,0.82,0.7727,0.52,0.1642,88,204,292,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
13001,2012-06-30,3,1,6,21,0,6,0,1,0.82,0.7727,0.52,0.1642,48,165,213,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
13002,2012-06-30,3,1,6,22,0,6,0,1,0.78,0.7424,0.62,0.1642,38,134,172,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
13003,2012-06-30,3,1,6,23,0,6,0,1,0.78,0.7424,0.62,0.0896,33,119,152,547,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
13004,2012-07-01,3,1,7,0,0,0,0,1,0.76,0.7273,0.66,0.0,27,122,149,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13005,2012-07-01,3,1,7,1,0,0,0,1,0.74,0.697,0.7,0.1343,12,81,93,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13006,2012-07-01,3,1,7,2,0,0,0,1,0.72,0.697,0.74,0.0896,21,69,90,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13007,2012-07-01,3,1,7,3,0,0,0,1,0.72,0.7121,0.84,0.1343,6,27,33,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13008,2012-07-01,3,1,7,4,0,0,0,1,0.7,0.6667,0.79,0.194,0,4,4,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13009,2012-07-01,3,1,7,5,0,0,0,1,0.68,0.6364,0.79,0.1045,3,7,10,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13010,2012-07-01,3,1,7,6,0,0,0,1,0.7,0.6667,0.79,0.0896,8,19,27,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13011,2012-07-01,3,1,7,7,0,0,0,1,0.74,0.697,0.7,0.0,13,37,50,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13012,2012-07-01,3,1,7,8,0,0,0,1,0.78,0.7424,0.62,0.1045,36,106,142,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13013,2012-07-01,3,1,7,9,0,0,0,1,0.82,0.7879,0.56,0.0,51,168,219,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13014,2012-07-01,3,1,7,10,0,0,0,1,0.86,0.7879,0.44,0.2985,98,268,366,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13015,2012-07-01,3,1,7,11,0,0,0,1,0.88,0.803,0.39,0.2239,121,256,377,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13016,2012-07-01,3,1,7,12,0,0,0,1,0.9,0.8182,0.37,0.2239,114,319,433,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13017,2012-07-01,3,1,7,13,0,0,0,1,0.92,0.8333,0.33,0.2537,111,309,420,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13018,2012-07-01,3,1,7,14,0,0,0,1,0.92,0.8333,0.33,0.2537,98,346,444,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13019,2012-07-01,3,1,7,15,0,0,0,1,0.9,0.8182,0.37,0.2836,101,244,345,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13020,2012-07-01,3,1,7,16,0,0,0,1,0.92,0.8333,0.33,0.2985,85,228,313,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13021,2012-07-01,3,1,7,17,0,0,0,1,0.92,0.803,0.26,0.2985,90,323,413,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13022,2012-07-01,3,1,7,18,0,0,0,1,0.88,0.7727,0.32,0.3582,95,275,370,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13023,2012-07-01,3,1,7,19,0,0,0,1,0.84,0.7424,0.39,0.1343,103,279,382,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13024,2012-07-01,3,1,7,20,0,0,0,1,0.84,0.7424,0.39,0.1343,88,244,332,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13025,2012-07-01,3,1,7,21,0,0,0,1,0.84,0.7424,0.39,0.1343,77,181,258,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13026,2012-07-01,3,1,7,22,0,0,0,1,0.82,0.7424,0.43,0.1343,41,110,151,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13027,2012-07-01,3,1,7,23,0,0,0,3,0.78,0.7121,0.52,0.1642,22,88,110,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
13028,2012-07-02,3,1,7,0,0,1,1,2,0.76,0.7121,0.58,0.2239,12,31,43,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13029,2012-07-02,3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.194,3,14,17,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13030,2012-07-02,3,1,7,2,0,1,1,2,0.74,0.6667,0.51,0.2537,1,14,15,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13031,2012-07-02,3,1,7,3,0,1,1,2,0.72,0.6667,0.54,0.4179,0,5,5,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13032,2012-07-02,3,1,7,4,0,1,1,2,0.72,0.6667,0.54,0.2985,2,10,12,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13033,2012-07-02,3,1,7,5,0,1,1,2,0.72,0.6667,0.51,0.0,3,37,40,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13034,2012-07-02,3,1,7,6,0,1,1,1,0.7,0.6515,0.58,0.1045,4,132,136,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13035,2012-07-02,3,1,7,7,0,1,1,1,0.74,0.6667,0.51,0.1045,8,390,398,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13036,2012-07-02,3,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,20,548,568,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13037,2012-07-02,3,1,7,9,0,1,1,1,0.78,0.697,0.46,0.2537,56,239,295,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13038,2012-07-02,3,1,7,10,0,1,1,1,0.8,0.7273,0.43,0.2537,70,104,174,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13039,2012-07-02,3,1,7,11,0,1,1,1,0.84,0.7273,0.28,0.2985,67,134,201,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13040,2012-07-02,3,1,7,12,0,1,1,1,0.84,0.7273,0.32,0.194,74,183,257,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13041,2012-07-02,3,1,7,13,0,1,1,1,0.86,0.7576,0.34,0.2239,74,162,236,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13042,2012-07-02,3,1,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,79,151,230,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13043,2012-07-02,3,1,7,15,0,1,1,1,0.84,0.7424,0.36,0.194,59,175,234,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13044,2012-07-02,3,1,7,16,0,1,1,1,0.84,0.7424,0.36,0.2836,61,304,365,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13045,2012-07-02,3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,82,665,747,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13046,2012-07-02,3,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,72,658,730,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13047,2012-07-02,3,1,7,19,0,1,1,1,0.78,0.697,0.43,0.1343,71,510,581,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13048,2012-07-02,3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,38,357,395,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13049,2012-07-02,3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343,17,241,258,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13050,2012-07-02,3,1,7,22,0,1,1,1,0.74,0.6667,0.51,0.1642,19,169,188,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13051,2012-07-02,3,1,7,23,0,1,1,1,0.74,0.6667,0.51,0.1045,12,90,102,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
13052,2012-07-03,3,1,7,0,0,2,1,1,0.72,0.6667,0.54,0.0,9,44,53,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13053,2012-07-03,3,1,7,1,0,2,1,1,0.72,0.6667,0.58,0.0,5,9,14,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13054,2012-07-03,3,1,7,2,0,2,1,1,0.72,0.6667,0.58,0.0,2,8,10,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13055,2012-07-03,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,0,2,2,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13056,2012-07-03,3,1,7,4,0,2,1,1,0.68,0.6364,0.65,0.1045,0,6,6,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13057,2012-07-03,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0.0,2,33,35,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13058,2012-07-03,3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,5,149,154,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13059,2012-07-03,3,1,7,7,0,2,1,1,0.74,0.6818,0.58,0.0,21,462,483,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13060,2012-07-03,3,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,42,604,646,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13061,2012-07-03,3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,46,226,272,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13062,2012-07-03,3,1,7,10,0,2,1,1,0.82,0.7424,0.43,0.2239,56,153,209,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13063,2012-07-03,3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.194,66,151,217,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13064,2012-07-03,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,74,198,272,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13065,2012-07-03,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,80,203,283,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13066,2012-07-03,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,69,241,310,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13067,2012-07-03,3,1,7,15,0,2,1,2,0.9,0.7727,0.24,0.0,71,330,401,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13068,2012-07-03,3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,90,437,527,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
13069,2012-07-03,3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,102,620,722,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
